data,1-5,comentario
15/06/2026,1,"Enganaram na embalagem, vem muito menos produto e o preco so sobe. Decepcionante."
16/06/2026,5,"Viciei no Nescau Protein, sabor otimo e ainda ajuda na dieta."
17/06/2026,3,"Olha, continua bom, mas sinto que mudaram a formula e nao ficou igual. No mais, e isso."
17/06/2026,5,"Verdade seja dita, nescau sempre inovando, esse lancamento ficou sensacional. Recomendo!"
17/06/2026,5,"O cereal do Nescau e viciante, ponto certo de acucar e nada enjoativo."
19/06/2026,1,"Sinceramente, nao e mais o Nescau que eu conhecia, qualidade despencou. Fica o alerta."
19/06/2026,5,"Confesso que simplesmente irresistivel, cremoso e na medida certa de doce."
19/06/2026,4,"Achocolatado gostoso e cremoso, recomendo, so a embalagem poderia render mais."
19/06/2026,5,"Olha, o cereal e maravilhoso, textura crocante e o gosto do Nescau de sempre. Vale muito a pena."
19/06/2026,2,"Pra mim, achei fraco de sabor, esperava bem mais pelo preco que paguei. Fica o alerta."
20/06/2026,5,"Olha, nao troco por nenhum outro, Nescau e energia pura no meu dia."
20/06/2026,5,"Pra mim, nescau Protein com 15g de proteina virou meu pos treino favorito. Vale muito a pena."
21/06/2026,2,"Verdade seja dita, prefiro o Toddynho, o Nescau perdeu o sabor que eu gostava. Nao compro mais."
21/06/2026,5,"Nescau na medida certa de doce, diferente da concorrencia que enjoa. Recomendo demais."
21/06/2026,5,"Amo demais, tomo todo dia no cafe da manha e nunca enjoo."
21/06/2026,1,"Terrivel, o cereal estava sem sabor e mole, dinheiro jogado fora. Nao compro mais."
21/06/2026,5,"Pra mim, produto excelente, qualidade Nestle de sempre, recomendo de olhos fechados."
22/06/2026,3,"Verdade seja dita, ta bom, so acho que poderiam caprichar mais no sabor do cereal."
22/06/2026,5,"Confesso que comprei desconfiada e me apaixonei, o cereal e simplesmente perfeito. So elogios."
22/06/2026,5,"Olha, simplesmente irresistivel, cremoso e na medida certa de doce."
22/06/2026,5,"Na minha opiniao, o cereal do Nescau e viciante, ponto certo de acucar e nada enjoativo."
22/06/2026,5,"Achocolatado nota 10, meus filhos amam e eu tambem. So elogios."
23/06/2026,4,"Olha, gosto do cereal, crocante e saboroso, mas some rapido da prateleira."
23/06/2026,5,"Na minha opiniao, o cereal e maravilhoso, textura crocante e o gosto do Nescau de sempre. Recomendo demais."
23/06/2026,3,"Comum, cumpre o basico, mas ja foi melhor no passado. So um feedback."
23/06/2026,4,"Olha, adoro o Nescau, cremoso e gostoso, faltou apenas achar mais facil no mercado. So elogios."
23/06/2026,5,"Esse sabor e nostalgia pura, me lembra a minha infancia toda. So elogios."
24/06/2026,2,"Protein caro e o gosto nao agrada, nao vale o investimento. Nao compro mais."
24/06/2026,5,"Na minha opiniao, simplesmente irresistivel, cremoso e na medida certa de doce. So elogios."
25/06/2026,4,"Pra mim, gostei bastante do Protein, sabor agradavel, so um pouco caro pelo tamanho. Fica a dica."
25/06/2026,5,"Olha, o cereal do Nescau e viciante, ponto certo de acucar e nada enjoativo."
25/06/2026,2,"Na minha opiniao, achei muito doce, so sinto gosto de acucar, quase nao tomo mais."
25/06/2026,2,"Confesso que vem cada vez menos produto na embalagem pelo mesmo preco, decepcionante. Nao compro mais."
25/06/2026,5,"Confesso que melhor achocolatado do Brasil, disparado. Cremosidade sem igual."
27/06/2026,4,"Bom demais com leite gelado, so acho o preco um pouco salgado ultimamente. Recomendo!"
27/06/2026,5,"Olha, nescau Protein me salvou, finalmente um achocolatado com proteina que e gostoso."
27/06/2026,2,"Nao encontrei o mesmo sabor de antes, ficou aguado e sem graca. Nao compro mais."
27/06/2026,2,"Protein caro e o gosto nao agrada, nao vale o investimento. Precisa melhorar."
28/06/2026,5,"Comprei o Nescau Protein e superou minhas expectativas, recomendo muito."
28/06/2026,5,"Verdade seja dita, nescau na medida certa de doce, diferente da concorrencia que enjoa. Vale muito a pena."
28/06/2026,5,"Verdade seja dita, nescau Protein me salvou, finalmente um achocolatado com proteina que e gostoso. Recomendo!"
28/06/2026,4,"Verdade seja dita, bom demais com leite gelado, so acho o preco um pouco salgado ultimamente. Vale muito a pena."
28/06/2026,4,"Na minha opiniao, produto de qualidade, so gostaria que voltasse o sabor intenso de antes. Fica a dica."
28/06/2026,5,"Na minha opiniao, comprei desconfiada e me apaixonei, o cereal e simplesmente perfeito. So elogios."
29/06/2026,2,"Prefiro o Toddynho, o Nescau perdeu o sabor que eu gostava."
29/06/2026,5,"Na minha opiniao, nescau Protein com 15g de proteina virou meu pos treino favorito."
29/06/2026,4,"Confesso que produto bom, o cereal e saboroso, achei que teria mais gosto de cookie. So elogios."
29/06/2026,4,"Olha, achocolatado gostoso e cremoso, recomendo, so a embalagem poderia render mais."
29/06/2026,5,"Confesso que nescau Protein me salvou, finalmente um achocolatado com proteina que e gostoso."
29/06/2026,4,"Olha, curti bastante, sabor classico do Nescau, so um tico doce demais pra mim."
30/06/2026,3,"Verdade seja dita, continua bom, mas sinto que mudaram a formula e nao ficou igual."
30/06/2026,2,"Mudaram a formula e estragaram o produto, nao e mais o mesmo. Fica o alerta."
01/07/2026,4,"Otimo achocolatado, o cereal e bom mas queria mais quantidade na caixa."
01/07/2026,2,"Verdade seja dita, comprei o liquido e o gosto estava estranho, quase de ferro. Nao recomendo."
02/07/2026,5,"Confesso que nescau sempre inovando, esse lancamento ficou sensacional. Recomendo demais."
03/07/2026,2,"Confesso que protein caro e o gosto nao agrada, nao vale o investimento. Nao recomendo."
04/07/2026,3,"Confesso que e bom, mas achei bem doce, acucar demais pro meu gosto. Da pra melhorar."
04/07/2026,1,"Sinceramente, acabaram com o produto nas modificacoes, o sabor intenso simplesmente sumiu. Precisa melhorar."
05/07/2026,5,"Sabor de infancia que continua o mesmo, parabens Nescau! Recomendo!"
05/07/2026,2,"Sinceramente, prefiro o Toddynho, o Nescau perdeu o sabor que eu gostava. Precisa melhorar."
06/07/2026,3,"Razoavel, o Protein e interessante mas caro pelo que entrega."
07/07/2026,4,"Produto de qualidade, so gostaria que voltasse o sabor intenso de antes."
07/07/2026,3,"Verdade seja dita, serve pro dia a dia, porem doce demais e enjoa depois de um tempo. Fica a dica."
07/07/2026,5,"Confesso que melhor achocolatado do Brasil, disparado. Cremosidade sem igual. Recomendo demais."
08/07/2026,3,"Confesso que da pra tomar, mas mudaram o sabor intenso e perdeu a graca."
08/07/2026,4,"Pra mim, gosto do cereal, crocante e saboroso, mas some rapido da prateleira."
08/07/2026,5,"Gente, nescau sempre inovando, esse lancamento ficou sensacional."
08/07/2026,1,"Na minha opiniao, nao e mais o Nescau que eu conhecia, qualidade despencou. Decepcionante."
10/07/2026,3,"Cereal razoavel, imaginei que teria gosto de cookie mas nao tem. Fica a dica."
10/07/2026,5,"Na minha opiniao, amo demais, tomo todo dia no cafe da manha e nunca enjoo. So elogios."
11/07/2026,5,"Pra mim, o cereal do Nescau e viciante, ponto certo de acucar e nada enjoativo. So elogios."
11/07/2026,1,"Olha, sabor artificial e docissimo, nao consigo tomar, decepcao total. Fica o alerta."
11/07/2026,3,"Gente, continua bom, mas sinto que mudaram a formula e nao ficou igual."
12/07/2026,5,"Confesso que cresci tomando Nescau e ate hoje e o meu preferido, sabor perfeito."
12/07/2026,3,"Na minha opiniao, da pra tomar, mas mudaram o sabor intenso e perdeu a graca. Da pra melhorar."
13/07/2026,3,"Verdade seja dita, continua bom, mas sinto que mudaram a formula e nao ficou igual. Da pra melhorar."
13/07/2026,5,"Cresci tomando Nescau e ate hoje e o meu preferido, sabor perfeito. Fica a dica."
14/07/2026,2,"Pra mim, vem cada vez menos produto na embalagem pelo mesmo preco, decepcionante."
15/07/2026,3,"Da pra tomar, mas mudaram o sabor intenso e perdeu a graca. Da pra melhorar."
15/07/2026,5,"Na minha opiniao, amo demais, tomo todo dia no cafe da manha e nunca enjoo."
15/07/2026,5,"Verdade seja dita, simplesmente irresistivel, cremoso e na medida certa de doce. Recomendo!"
15/07/2026,5,"Nescau sempre inovando, esse lancamento ficou sensacional."
16/07/2026,5,"Pra mim, achocolatado nota 10, meus filhos amam e eu tambem."
16/07/2026,5,"Sinceramente, esse sabor e nostalgia pura, me lembra a minha infancia toda. Recomendo!"
16/07/2026,5,"Olha, viciei no Nescau Protein, sabor otimo e ainda ajuda na dieta. Recomendo demais."
16/07/2026,1,"Acabaram com o produto nas modificacoes, o sabor intenso simplesmente sumiu. Nao recomendo."
17/07/2026,2,"Pra mim, mudaram a formula e estragaram o produto, nao e mais o mesmo. Decepcionante."
17/07/2026,5,"Confesso que viciei no Nescau Protein, sabor otimo e ainda ajuda na dieta. Recomendo!"
18/07/2026,1,"Gente, sabor artificial e docissimo, nao consigo tomar, decepcao total. Fica o alerta."
19/07/2026,4,"Gente, nescau Protein bom para o pos treino, sabor agrada, textura poderia ser melhor. Fica a dica."
19/07/2026,5,"Comprei o Nescau Protein e superou minhas expectativas, recomendo muito. So elogios."
19/07/2026,4,"Confesso que otimo achocolatado, o cereal e bom mas queria mais quantidade na caixa. So elogios."
19/07/2026,5,"Na minha opiniao, esse sabor e nostalgia pura, me lembra a minha infancia toda. Fica a dica."
20/07/2026,4,"Adoro o Nescau, cremoso e gostoso, faltou apenas achar mais facil no mercado. Recomendo demais."
20/07/2026,5,"Gente, achocolatado nota 10, meus filhos amam e eu tambem. Recomendo demais."
21/07/2026,1,"Sinceramente, acabaram com o produto nas modificacoes, o sabor intenso simplesmente sumiu."
21/07/2026,5,"Olha, comprei desconfiada e me apaixonei, o cereal e simplesmente perfeito."
21/07/2026,5,"Pra mim, nescau Protein me salvou, finalmente um achocolatado com proteina que e gostoso."
22/07/2026,4,"Verdade seja dita, achocolatado gostoso e cremoso, recomendo, so a embalagem poderia render mais."
22/07/2026,3,"Olha, serve pro dia a dia, porem doce demais e enjoa depois de um tempo."
23/07/2026,4,"Gente, o sabor continua otimo, so senti que mudou um pouco na nova formula. So elogios."
23/07/2026,5,"Na minha opiniao, perfeito para bater com leite gelado, fica cremoso e delicioso."
23/07/2026,3,"E bom, mas achei bem doce, acucar demais pro meu gosto."
24/07/2026,5,"Sinceramente, o cereal e maravilhoso, textura crocante e o gosto do Nescau de sempre. Fica a dica."
24/07/2026,5,"Confesso que comprei o Nescau Protein e superou minhas expectativas, recomendo muito."
24/07/2026,5,"Confesso que produto excelente, qualidade Nestle de sempre, recomendo de olhos fechados. Recomendo demais."
25/07/2026,4,"Produto de qualidade, so gostaria que voltasse o sabor intenso de antes. So elogios."
25/07/2026,4,"Pra mim, otimo achocolatado, o cereal e bom mas queria mais quantidade na caixa. Fica a dica."
25/07/2026,2,"O cereal nao tem o gosto que anunciam, fiquei frustrado. Nao compro mais."
25/07/2026,4,"Produto de qualidade, so gostaria que voltasse o sabor intenso de antes. Recomendo!"
25/07/2026,4,"Pra mim, bom demais com leite gelado, so acho o preco um pouco salgado ultimamente. Recomendo!"
25/07/2026,5,"Na minha opiniao, produto excelente, qualidade Nestle de sempre, recomendo de olhos fechados. Recomendo!"
25/07/2026,3,"Gente, cereal razoavel, imaginei que teria gosto de cookie mas nao tem."
26/07/2026,4,"Curti bastante, sabor classico do Nescau, so um tico doce demais pra mim. Vale muito a pena."
26/07/2026,4,"O sabor continua otimo, so senti que mudou um pouco na nova formula. Fica a dica."
26/07/2026,1,"Verdade seja dita, horrivel, so acucar, nao sinto gosto de chocolate nenhum. Fica o alerta."
26/07/2026,5,Confesso que nescau Protein com 15g de proteina virou meu pos treino favorito.
26/07/2026,4,"Verdade seja dita, curti bastante, sabor classico do Nescau, so um tico doce demais pra mim. Vale muito a pena."
26/07/2026,2,"Olha, mudaram a formula e estragaram o produto, nao e mais o mesmo."
27/07/2026,3,"Gosto de tomar, mas ultimamente so sinto gosto de acucar. Da pra melhorar."
28/07/2026,4,"Na minha opiniao, achocolatado gostoso e cremoso, recomendo, so a embalagem poderia render mais."
28/07/2026,5,"Gente, nescau na medida certa de doce, diferente da concorrencia que enjoa. Recomendo demais."
29/07/2026,3,"Sinceramente, nescau protein e ok, mas a proteina parece contar a do leite tambem. Fica a dica."
29/07/2026,5,"Na minha opiniao, melhor achocolatado que existe, Nescau nao tem igual! Recomendo demais."
29/07/2026,1,Comprei e vinha dentro da validade mas o gosto estava terrivel. Nao recomendo.
29/07/2026,5,"Pra mim, simplesmente irresistivel, cremoso e na medida certa de doce."
29/07/2026,5,"Pra mim, achocolatado nota 10, meus filhos amam e eu tambem. Fica a dica."
30/07/2026,1,"Nao e mais o Nescau que eu conhecia, qualidade despencou. Precisa melhorar."
30/07/2026,5,"Gente, nescau Protein me salvou, finalmente um achocolatado com proteina que e gostoso."
31/07/2026,5,"Pra mim, nescau sempre inovando, esse lancamento ficou sensacional. Recomendo demais."
31/07/2026,5,"Gente, nao troco por nenhum outro, Nescau e energia pura no meu dia."
31/07/2026,1,"Acabaram com o produto nas modificacoes, o sabor intenso simplesmente sumiu."
31/07/2026,3,"Verdade seja dita, ok, porem achei bem docinho e um pouco artificial no fim."
01/08/2026,5,"Viciei no Nescau Protein, sabor otimo e ainda ajuda na dieta. So elogios."
01/08/2026,5,"Gente, amo demais, tomo todo dia no cafe da manha e nunca enjoo."
02/08/2026,4,"Muito bom, uso todo dia, so reduziria um pouquinho o acucar. Recomendo!"
02/08/2026,3,"Na minha opiniao, gosto, mas o preco esta caro demais pra quantidade que vem."
02/08/2026,5,"Comprei o Nescau Protein e superou minhas expectativas, recomendo muito. Vale muito a pena."
03/08/2026,3,"Pra mim, nem otimo nem ruim, e um achocolatado padrao, sem surpresas."
03/08/2026,5,"Gente, nescau Protein com 15g de proteina virou meu pos treino favorito."
04/08/2026,5,"Olha, nescau sempre inovando, esse lancamento ficou sensacional. Recomendo!"
04/08/2026,5,"Sinceramente, nao troco por nenhum outro, Nescau e energia pura no meu dia. So elogios."
05/08/2026,5,"Nescau Protein me salvou, finalmente um achocolatado com proteina que e gostoso. Fica a dica."
05/08/2026,5,"Na minha opiniao, cresci tomando Nescau e ate hoje e o meu preferido, sabor perfeito. Fica a dica."
05/08/2026,4,"Olha, otimo achocolatado, o cereal e bom mas queria mais quantidade na caixa. Recomendo!"
05/08/2026,1,Comprei e vinha dentro da validade mas o gosto estava terrivel. Precisa melhorar.
06/08/2026,5,"Confesso que melhor achocolatado que existe, Nescau nao tem igual! Vale muito a pena."
06/08/2026,3,"Verdade seja dita, comum, cumpre o basico, mas ja foi melhor no passado. Da pra melhorar."
06/08/2026,5,"Pra mim, nescau Protein me salvou, finalmente um achocolatado com proteina que e gostoso. Fica a dica."
08/08/2026,4,"Gosto do cereal, crocante e saboroso, mas some rapido da prateleira. So elogios."
08/08/2026,5,"Gente, cresci tomando Nescau e ate hoje e o meu preferido, sabor perfeito."
08/08/2026,1,"Verdade seja dita, enganaram na embalagem, vem muito menos produto e o preco so sobe. Fica o alerta."
08/08/2026,5,"Na minha opiniao, nescau na medida certa de doce, diferente da concorrencia que enjoa."
08/08/2026,2,"Na minha opiniao, o cereal nao tem o gosto que anunciam, fiquei frustrado. Nao recomendo."
08/08/2026,3,"Da pra tomar, mas mudaram o sabor intenso e perdeu a graca."
09/08/2026,2,"Muito acucar e pouco cacau, enjoa rapido, nao recomendo."
09/08/2026,5,"Verdade seja dita, esse sabor e nostalgia pura, me lembra a minha infancia toda."
10/08/2026,3,"Gente, continua bom, mas sinto que mudaram a formula e nao ficou igual. No mais, e isso."
10/08/2026,3,"Nescau protein e ok, mas a proteina parece contar a do leite tambem. Da pra melhorar."
10/08/2026,4,"Produto bom, o cereal e saboroso, achei que teria mais gosto de cookie."
11/08/2026,4,"Verdade seja dita, gostei bastante do Protein, sabor agradavel, so um pouco caro pelo tamanho. Recomendo demais."
11/08/2026,3,"Cereal razoavel, imaginei que teria gosto de cookie mas nao tem. So um feedback."
11/08/2026,5,"Verdade seja dita, nescau sempre inovando, esse lancamento ficou sensacional. Fica a dica."
12/08/2026,3,"Mediano, gostei do sabor mas nao achei nada demais no lancamento. So um feedback."
12/08/2026,2,"Na minha opiniao, nao encontrei o mesmo sabor de antes, ficou aguado e sem graca. Fica o alerta."
12/08/2026,2,"Achei muito doce, so sinto gosto de acucar, quase nao tomo mais. Nao compro mais."
12/08/2026,2,"O sabor intenso sumiu depois das mudancas, decepcionante. Fica o alerta."
13/08/2026,5,"Sinceramente, nescau sempre inovando, esse lancamento ficou sensacional. Vale muito a pena."
13/08/2026,4,"Pra mim, o sabor continua otimo, so senti que mudou um pouco na nova formula. Recomendo!"
13/08/2026,5,"Pra mim, melhor achocolatado do Brasil, disparado. Cremosidade sem igual. Recomendo demais."
13/08/2026,4,"Pra mim, adoro o Nescau, cremoso e gostoso, faltou apenas achar mais facil no mercado. Vale muito a pena."
13/08/2026,3,"Gente, razoavel, o Protein e interessante mas caro pelo que entrega."
13/08/2026,5,"Na minha opiniao, nao troco por nenhum outro, Nescau e energia pura no meu dia."
14/08/2026,4,"Olha, muito saboroso, meus filhos amam, so o preco que subiu bastante. So elogios."
14/08/2026,5,"Pra mim, melhor achocolatado que existe, Nescau nao tem igual!"
14/08/2026,4,"Gente, gosto muito do Nescau, so acho que poderia ser um pouco menos doce. Recomendo!"
15/08/2026,3,"Olha, comum, cumpre o basico, mas ja foi melhor no passado."
15/08/2026,4,"Pra mim, sabor muito bom, o Nescau Protein cumpre o que promete, so o preco que pesa. Recomendo demais."
15/08/2026,5,"Pra mim, simplesmente irresistivel, cremoso e na medida certa de doce. So elogios."
15/08/2026,4,"Bom demais com leite gelado, so acho o preco um pouco salgado ultimamente. Recomendo demais."
16/08/2026,4,"Verdade seja dita, gosto do cereal, crocante e saboroso, mas some rapido da prateleira. So elogios."
16/08/2026,5,"Na minha opiniao, perfeito para bater com leite gelado, fica cremoso e delicioso. Recomendo demais."
16/08/2026,4,"Bom demais com leite gelado, so acho o preco um pouco salgado ultimamente."
16/08/2026,5,"Gente, perfeito para bater com leite gelado, fica cremoso e delicioso."
17/08/2026,5,"Verdade seja dita, o cereal e maravilhoso, textura crocante e o gosto do Nescau de sempre. Vale muito a pena."
17/08/2026,3,"Confesso que nem otimo nem ruim, e um achocolatado padrao, sem surpresas. Fica a dica."
18/08/2026,2,"Na minha opiniao, o sabor mudou pra pior, virou muito artificial na minha opiniao. Nao compro mais."
19/08/2026,5,"Gente, nescau na medida certa de doce, diferente da concorrencia que enjoa. Vale muito a pena."
19/08/2026,5,"Pra mim, perfeito para bater com leite gelado, fica cremoso e delicioso."
20/08/2026,5,"Pra mim, melhor achocolatado que existe, Nescau nao tem igual! Vale muito a pena."
20/08/2026,5,"Perfeito para bater com leite gelado, fica cremoso e delicioso. Vale muito a pena."
20/08/2026,5,"Verdade seja dita, produto excelente, qualidade Nestle de sempre, recomendo de olhos fechados."
21/08/2026,3,"Pra mim, nescau protein e ok, mas a proteina parece contar a do leite tambem. So um feedback."
21/08/2026,5,"Verdade seja dita, sabor de infancia que continua o mesmo, parabens Nescau! Recomendo demais."
21/08/2026,4,"Otimo achocolatado, o cereal e bom mas queria mais quantidade na caixa. Recomendo!"
21/08/2026,1,"Verdade seja dita, gosto pessimo, o Nescau liquido estava com sabor de ferro, joguei fora."
21/08/2026,1,"Sinceramente, sabor artificial e docissimo, nao consigo tomar, decepcao total. Fica o alerta."
22/08/2026,5,"Confesso que perfeito para bater com leite gelado, fica cremoso e delicioso."
22/08/2026,5,"Pra mim, cresci tomando Nescau e ate hoje e o meu preferido, sabor perfeito. Recomendo!"
22/08/2026,5,"Olha, esse sabor e nostalgia pura, me lembra a minha infancia toda. So elogios."
23/08/2026,5,"Comprei o Nescau Protein e superou minhas expectativas, recomendo muito. Recomendo demais."
23/08/2026,1,"Gente, terrivel, o cereal estava sem sabor e mole, dinheiro jogado fora. Nao recomendo."
23/08/2026,5,"Olha, melhor achocolatado do Brasil, disparado. Cremosidade sem igual."
24/08/2026,5,"Verdade seja dita, nescau Protein com 15g de proteina virou meu pos treino favorito. Recomendo demais."
24/08/2026,4,"Gostei bastante do Protein, sabor agradavel, so um pouco caro pelo tamanho. So elogios."
24/08/2026,1,"Na minha opiniao, pior versao ja lancada, mudaram tudo e estragaram o Nescau. Nao recomendo."
24/08/2026,5,"Gente, perfeito para bater com leite gelado, fica cremoso e delicioso. Recomendo demais."
25/08/2026,3,"Olha, sabor ok, nada de especial, esperava mais do novo Nescau Protein."
26/08/2026,5,"Olha, perfeito para bater com leite gelado, fica cremoso e delicioso. Recomendo!"
26/08/2026,5,"Cresci tomando Nescau e ate hoje e o meu preferido, sabor perfeito. Recomendo demais."
26/08/2026,5,"Na minha opiniao, achocolatado nota 10, meus filhos amam e eu tambem. Fica a dica."
26/08/2026,1,"Confesso que terrivel, o cereal estava sem sabor e mole, dinheiro jogado fora. Fica o alerta."
27/08/2026,3,"Pra mim, comum, cumpre o basico, mas ja foi melhor no passado. Fica a dica."
27/08/2026,5,"Verdade seja dita, nao troco por nenhum outro, Nescau e energia pura no meu dia. Recomendo demais."
27/08/2026,4,"Na minha opiniao, produto bom, o cereal e saboroso, achei que teria mais gosto de cookie."
